Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL4072184,,None,402.4,1,5.03,5h,O=C1NC(=O)/C(=C/c2cn(Cc3cccc(C(F)(F)F)c3)c3ccccc23)S1,IC50,'=',3070,nM,5.51,,,UO_0000065,13.7,0.27,0.48,10.79,0,CHEMBL4030175,Inhibition of PARP1 (unknown origin) using activated DNA as substrate measured after 60 mins in presence of biotinylated NAD by colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4028835,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,
CHEMBL5083950,,None,464.54,0,2.82,32,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC1CC1,K,'=',7.03,1/Ms,,,,,,,,,0,CHEMBL5054900,Binding affinity to recombinant human PARP1 assessed as association rate constant by SPR assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5053536,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL3901232,,None,340.38,0,2.7,BDBM224640,CC(C)(C)OC(=O)N1CCC2=C(C1)Nc1cccc3c(=O)[nH]nc2c13,IC50,'=',5.1,nM,8.29,,392485,UO_0000065,24.36,0.45,5.59,9.5,0,CHEMBL3888362,HT F Homogeneous PARP Inhibition Assay: PARP1 enzymatic assay was conducted using a method modified from HT F Homogeneous PARP Inhibition Assay Kit (Trevigen). 8.8 nM PARP1 was pre-incubated with different concentrations of compounds in a buffer containing 100 mM Tris-HCl pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5180173,,None,908.42,2,2.31,A8,O=C(COc1ccc2c(c1)CCCN2C(=O)CCl)NCCOCCOCCOCCOCCNC(=O)CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,Activity,,,,,,NA,,,,,,0,CHEMBL5165102,Inhibition of PARP1 in human MDA-MB-231 cells at 1 uM measured after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDA-MB-231,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5154873,1,Scientific Literature,Eur J Med Chem,2022,None,Dose = 1.0 microM | TIME = 24.0 hr,
CHEMBL5193574,,None,492.6,0,4.75,Y35,CC(C)(C)OC(=O)NC1CCN(Cc2ccc(-c3[nH]c4cc(F)cc5c4c3CCNC5=O)cc2)CC1,IC50,'=',1.17,nM,8.93,,,UO_0000065,18.13,0.34,4.18,10.33,0,CHEMBL5132146,Inhibition of human PARP1 using NAD+ as substrate incubated for 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131383,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR
CHEMBL444135,,None,273.34,0,2.33,2a,COC1CCC(c2nc3c(C(N)=O)cccc3[nH]2)CC1,Ki,'=',44,nM,7.36,,,UO_0000065,26.91,0.5,5.03,9.08,0,CHEMBL992765,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL527654,,None,216.24,0,0.35,4,NC(=O)c1cccc2[nH]c(C3CNC3)nc12,EC50,'=',610,nM,6.21,,,UO_0000065,28.74,0.53,5.86,7.42,1,CHEMBL992766,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL505655,,None,216.24,0,0.7,3,NC(=O)c1cccc2[nH]c(C3CCN3)nc12,EC50,'=',200,nM,6.7,,,UO_0000065,30.98,0.57,6,7.99,0,CHEMBL992766,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL452785,,None,258.32,0,1.47,4a,CCCN1CC(c2nc3c(C(N)=O)cccc3[nH]2)C1,Ki,'=',17,nM,7.77,,,UO_0000065,30.08,0.56,6.3,10.36,0,CHEMBL992765,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL500298,,None,272.35,0,1.86,7a,CCCN1CCC(c2nc3c(C(N)=O)cccc3[nH]2)C1,EC50,'=',3,nM,8.52,,,UO_0000065,31.29,0.58,6.66,11.36,0,CHEMBL992766,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157504,1,Scientific Literature,Bioorg Med Chem,2008,None,,
CHEMBL452800,,None,286.38,0,2.25,10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1956162,,None,411.46,0,4.02,3,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)cc1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4003517,Inhibition of full length recombinant human N-terminal GST-tagged PARP1 expressed in Baculovirus infected Sf9 cells using TACS-Sapphire as substrate measured after 1 hr by colorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4002591,1,Scientific Literature,J Med Chem,2017,None,,
CHEMBL3606000,,None,428.33,0,3.17,13k,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3cccc(Br)c3)CC1)C2,Kd,'=',53,nM,7.28,,,UO_0000065,16.99,0.37,4.11,10.92,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3605999,,None,428.33,0,3.17,13j,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccccc3Br)CC1)C2,Kd,'=',34,nM,7.47,,,UO_0000065,17.44,0.38,4.3,11.21,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL5197993,,None,398.4,0,3.56,BP18,O=c1[nH]c(-c2ccc(Cc3n[nH]c(=O)c4ccccc34)cc2)nc2ccc(F)cc12,Inhibition,'=',58.23,%,,,,UO_0000187,,,,,0,CHEMBL5165714,Inhibition of PARP1 (unknown origin) at 1 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5154882,1,Scientific Literature,J Med Chem,2022,None,Dose = 1.0 microM,INHIBITOR
CHEMBL5203674,,None,432.84,0,4.21,BP27,O=c1[nH]nc(Cc2ccc(-c3nc4cccc(Cl)c4c(=O)[nH]3)cc2F)c2ccccc12,Inhibition,'=',38.52,%,,,,UO_0000187,,,,,0,CHEMBL5165714,Inhibition of PARP1 (unknown origin) at 1 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5154882,1,Scientific Literature,J Med Chem,2022,None,Dose = 1.0 microM,
CHEMBL4453142,,None,341.37,0,4.07,48,NC(=O)c1cccc2c1O/C(=C\c1ccc(-c3ccccc3)cc1)C2=O,IC50,'>',50,nM,,,,UO_0000065,,,,,0,CHEMBL4305042,Inhibition of human full-length N-terminal GST-tagged PARP1 expressed in baculovirus infected Sf9 insect cells using histone as substrate measured after 1 hr by horseradish peroxidase-coupled chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4304742,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860,,
CHEMBL520922,,None,316.41,0,1.87,9j,CN(CC1CCOC1)C(C)(C)c1nc2c(C(N)=O)cccc2[nH]1,EC50,,,,,,Not Determined,,,,,,0,CHEMBL986587,Inhibition of PARP1 in cell based assay,B,BAO_0000219,cell-based format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155103,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL4758319,,None,451.91,0,2.45,12f,NC(=O)c1cc(Cl)c2ccc(-c3ccc(C(=O)N4CCN(C(=O)C5CC5)CC4)cc3)nn12,IC50,'=',443.2,nM,6.35,,,UO_0000065,14.06,0.27,3.9,6.29,0,CHEMBL4678140,Inhibition of PARP-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673325,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4744702,,None,332.82,0,2.46,15b,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CNCC4)cnn12,IC50,'=',14.2,nM,7.85,,,UO_0000065,23.58,0.49,5.39,10.84,0,CHEMBL4678140,Inhibition of PARP-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673325,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4762579,,None,388.92,0,4.05,15e,CC(C)(C)C1NCCc2sc(-c3cnn4c(C(N)=O)cc(Cl)c4c3)cc21,IC50,'=',434.19,nM,6.36,,,UO_0000065,16.36,0.33,2.31,8.79,0,CHEMBL4678140,Inhibition of PARP-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673325,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4756907,,None,346.84,0,2.8,15h,CN1CCc2sc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2C1,IC50,'=',156.53,nM,6.8,,,UO_0000065,19.62,0.4,4.01,10.7,0,CHEMBL4678140,Inhibition of PARP-1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673325,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL3969049,,None,336.44,0,2.91,57,O=C1NN=C2CCCc3c2c2c1cccc2n3CCN1CCCCC1,EC50,'=',23,nM,7.64,,,UO_0000065,22.7,0.42,4.73,15.39,0,CHEMBL4678539,Inhibition of PARP-1 in human HeLa cells incubated for 18 hrs in presence of H2O2,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673340,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,INHIBITOR
CHEMBL4784831,,None,328.3,0,0.62,107,O=C1NN=C2CN(C(=O)C3(O)CC3)Cc3[nH]c4cc(F)cc1c4c32,IC50,'=',4.7,nM,8.33,,,UO_0000065,25.37,0.47,7.71,8.52,0,CHEMBL4678541,Inhibition of human PARP-1 catalytic domain (662 to 1011 residues) expressed in Escherichia coli BL21(DE3) cells pre-incubated for 30 mins before addition of activated DNA and NAD by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673340,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.5 hr,INHIBITOR
CHEMBL3947623,,None,350.47,0,3.16,63,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCC2)C1,EC50,'=',8.1,nM,8.09,,,UO_0000065,23.09,0.43,4.93,16.3,0,CHEMBL4678539,Inhibition of PARP-1 in human HeLa cells incubated for 18 hrs in presence of H2O2,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673340,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,INHIBITOR
CHEMBL4789581,,None,415.47,0,3.3,32,N#Cc1ccc(N2CCN([C@H]3C=C(c4cc5ncc(F)cc5c(=O)[nH]4)CC3)CC2)cc1,Inhibition,'=',91,%,,,,UO_0000187,,,,,0,CHEMBL4676664,Inhibition of PARP1 in human MDA-MB-436 cells assessed as inhibition of PARylation at 10 nM incubated for 1 hr by chemiluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDA-MB-436,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673259,1,Scientific Literature,Bioorg Med Chem,2020,None,Dose = 10.0 nM | TIME = 1.0 hr,INHIBITOR
CHEMBL3894940,,None,351.49,0,3.66,BDBM213956,O=c1[nH]nc(Cc2cccc(CNC3CCCCC3)c2)c2c1CCCC2,Ki,'=',283,nM,6.55,,376163,UO_0000065,18.63,0.34,2.89,11.33,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3895879,,None,351.49,0,3.61,BDBM213962,CCC1CCCN1Cc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',562,nM,6.25,,376169,UO_0000065,17.78,0.33,2.64,12.76,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3981758,,None,366.51,0,2.38,BDBM213975,CN1CCCN(Cc2ccc(Cc3n[nH]c(=O)c4c3CCCC4)cc2)CC1,Ki,'=',2130,nM,5.67,,376182,UO_0000065,15.47,0.29,3.29,10.86,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3964591,,None,400.45,0,1.65,BDBM213989,O=C(CN1CCOCC1)Nc1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',19,nM,7.72,,376196,UO_0000065,19.28,0.36,6.07,8.84,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3606011,,None,339.4,0,2,13v,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccco3)CC1)C2,Kd,'<',30,nM,,,,UO_0000065,,,,,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3606001,,None,428.33,0,3.17,13l,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccc(Br)cc3)CC1)C2,Kd,'<',30,nM,,,,UO_0000065,,,,,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3605987,,None,301.35,0,0.75,12a,CC(=O)N1CCC(N2Cc3cccc(C(N)=O)c3C2=O)CC1,Kd,'=',250,nM,6.6,,,UO_0000065,21.91,0.41,5.85,7.89,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3606024,,None,428.34,0,3.46,20bx,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(Cl)(Cl)CC3)CC1)C2,Kd,'<',30,nM,,,,UO_0000065,,,,,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3606022,,None,395.43,0,2.92,20cy,NC(=O)c1ccc(F)c2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,Kd,'=',80,nM,7.1,,,UO_0000065,17.95,0.35,4.18,10.65,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3605979,,None,329.44,0,2.39,cis-10n,C[C@@H]1CCC[C@H](C)N1CCCN1Cc2cccc(C(N)=O)c2C1=O,Kd,'=',330,nM,6.48,,,UO_0000065,19.67,0.37,4.09,9.73,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3606003,,None,417.43,0,3.42,13n,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3cccc(C(F)(F)F)c3)CC1)C2,Kd,'=',46,nM,7.34,,,UO_0000065,17.58,0.33,3.92,11.01,0,CHEMBL3607346,Binding affinity to full length recombinant human PARP-1 by fluorescence polarization displacement assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3603755,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3917587,,None,407.9,0,4.45,BDBM214279,Cc1ccc(NC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cc1Cl,Ki,'=',134,nM,6.87,,376486,UO_0000065,16.85,0.32,2.42,9.18,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3927211,,None,398.48,0,2.16,BDBM213915,CCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,Ki,'=',1.8,nM,8.74,,376708,UO_0000065,21.95,0.41,6.58,12.62,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3966619,,None,515.51,1,3.84,BDBM214495,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2cccc(C(F)(F)F)c2)CC1,Ki,'=',3,nM,8.52,,376727,UO_0000065,16.53,0.31,4.68,10.48,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3912710,,None,529.58,1,2.77,BDBM214588,O=C(NC1CCN(C(=O)c2ccc3[nH]cnc3c2)CC1)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',1.8,nM,8.74,,376826,UO_0000065,16.51,0.31,5.97,6.44,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3908116,,None,525.58,1,3.53,BDBM214612,O=C(c1ccc2ccccc2n1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,Ki,'=',1.3,nM,8.89,,376850,UO_0000065,16.91,0.31,5.36,8.95,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3936919,,None,457.51,0,4.13,BDBM213907,Cc1c(C(=O)Nc2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)cnn1-c1ccccc1,Ki,'=',15.8,nM,7.8,,376888,UO_0000065,17.05,0.31,3.67,8.42,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3972881,,None,394.52,0,3.05,BDBM213908,O=C(CCN1CCCCC1)Nc1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',280,nM,6.55,,376889,UO_0000065,16.61,0.31,3.5,8.39,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3901816,,None,412.51,0,3.19,BDBM213909,O=C(CCN1CCCCC1)Nc1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',18.4,nM,7.74,,376890,UO_0000065,18.75,0.35,4.55,9.91,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL481793,,None,198.22,0,1.98,17k,C=Cc1cnc2c(C(N)=O)cccc2c1,IC50,'=',5800,nM,5.24,,,UO_0000065,26.42,0.48,3.26,9.35,0,CHEMBL1028889,Inhibition of human recombinant PARP1 by Trevigen colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143312,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL521686,OLAPARIB,4,434.47,0,2.35,AZD2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,IC50,'=',2.09,nM,8.68,,,UO_0000065,19.98,0.37,6.33,10.05,1,CHEMBL4029615,Inhibition of recombinant human PARP1 expressed in Escherichia coli BL21(DE3) using histone as substrate measured after 1 hr in presence of biotinylated NAD+ by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4028811,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4575720,,None,350.45,0,3.89,5,CC(O)CSc1nnc(-c2cc3ccccc3[nH]2)n1-c1ccccc1,IC50,'=',330,nM,6.48,,,UO_0000065,18.49,0.35,2.59,9.71,0,CHEMBL4363049,Inhibition of recombinant human full length N-terminal GST- tagged PARP1 expressed in baculovirus infected sf9 cells using Colorimetric HRP as substrate incubated for 30 mins by UV/Vis spectrophotometer analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359897,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4170785,,None,459.51,1,5.78,11h,COc1ccc2nc3ccccc3c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c2c1,IC50,'=',1140,nM,5.94,,,UO_0000065,12.93,0.23,0.16,5.61,0,CHEMBL4132367,Inhibition of PARP1 (unknown origin) assessed as reduction in biotinylated poly(ADP-ribose) incorporation on to histone protein by ELISA based colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130375,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL5205856,,None,605.69,2,6.39,2A2,COc1ccc(CCc2c(-c3ccc(OC)cc3)nc(N(C(=O)c3ccc(OC)cc3)C(=O)c3ccc(OC)cc3)n2C)cc1,Inhibition,'=',20,%,,,,UO_0000187,,,,,0,CHEMBL5117067,Inhibition of human PARP1 using chemiluminescent HRP substrate at 20 uM measured after 3 hrs by highly sensitive fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113454,1,Scientific Literature,Bioorg Med Chem,2022,None,Dose = 20.0 microM | TIME = 3.0 hr,
